id,perturbation,control_score,primed_score,delta
radeval_20_prediction3,inject_false_prediction,0.02,0.0,-0.02
radeval_31_prediction2,inject_false_prediction,0.19614385614385615,0.2283116883116883,0.032167832167832144
radeval_28_prediction3,inject_false_prediction,0.08689976689976689,0.0904040404040404,0.003504273504273514
radeval_6_prediction1,inject_false_prediction,0.3583333333333333,0.36476190476190473,0.00642857142857145
radeval_18_prediction3,inject_false_prediction,0.07484848484848486,0.12303030303030302,0.04818181818181816
radeval_16_prediction1,inject_false_prediction,0.042222222222222223,0.01818181818181818,-0.024040404040404043
radeval_4_prediction3,inject_false_prediction,0.19666666666666668,0.12333333333333334,-0.07333333333333335
radeval_21_prediction2,inject_false_prediction,0.12025252525252524,0.13444444444444442,0.014191919191919186
radeval_13_prediction3,inject_false_prediction,0.18134920634920634,0.14857142857142858,-0.03277777777777777
radeval_29_prediction2,inject_false_prediction,0.2043939393939394,0.1511111111111111,-0.05328282828282829
radeval_17_prediction1,inject_false_prediction,0.09707070707070709,0.11040404040404042,0.013333333333333336
radeval_19_prediction1,inject_false_prediction,0.16904761904761903,0.15238095238095237,-0.016666666666666663
radeval_30_prediction3,inject_false_prediction,0.13771929824561405,0.25283834586466164,0.1151190476190476
radeval_10_prediction1,inject_false_prediction,0.0788045288045288,0.0,-0.0788045288045288
radeval_26_prediction2,inject_false_prediction,0.18794094794094793,0.176046176046176,-0.011894771894771922
radeval_22_prediction3,inject_false_prediction,0.04,0.08444444444444443,0.04444444444444443
radeval_25_prediction3,inject_false_prediction,0.042222222222222223,0.038181818181818185,-0.004040404040404039
radeval_1_prediction1,inject_false_prediction,0.5285714285714286,0.5353174603174603,0.006746031746031722
radeval_9_prediction3,inject_false_prediction,0.01818181818181818,0.0,-0.01818181818181818
radeval_13_prediction1,inject_false_prediction,0.23555555555555552,0.1329365079365079,-0.10261904761904761
radeval_18_prediction1,inject_false_prediction,0.16484848484848486,0.10040404040404041,-0.06444444444444444
radeval_11_prediction1,inject_false_prediction,0.13547619047619047,0.14880952380952378,0.013333333333333308
radeval_28_prediction2,inject_false_prediction,0.12753690753690755,0.0992929292929293,-0.028243978243978257
radeval_16_prediction2,inject_false_prediction,0.101002331002331,0.09395604395604394,-0.007046287046287056
radeval_25_prediction2,inject_false_prediction,0.09636363636363637,0.02222222222222222,-0.07414141414141415
radeval_31_prediction3,inject_false_prediction,0.2506993006993007,0.2034965034965035,-0.047202797202797186
radeval_19_prediction3,inject_false_prediction,0.13262626262626262,0.12762626262626262,-0.0050000000000000044
radeval_16_prediction3,inject_false_prediction,0.07005494505494506,0.0,-0.07005494505494506
radeval_1_prediction2,inject_false_prediction,0.2352380952380952,0.2761904761904762,0.04095238095238102
radeval_22_prediction1,inject_false_prediction,0.19285714285714284,0.27142857142857146,0.07857142857142863
radeval_26_prediction1,inject_false_prediction,0.08969696969696969,0.14245532245532247,0.05275835275835278
radeval_12_prediction3,inject_false_prediction,0.016666666666666666,0.0,-0.016666666666666666
radeval_30_prediction1,inject_false_prediction,0.16751633986928105,0.14215686274509803,-0.025359477124183016
radeval_32_prediction2,inject_false_prediction,0.0,0.0,0.0
radeval_4_prediction1,inject_false_prediction,0.07303030303030303,0.10944444444444446,0.03641414141414143
radeval_20_prediction1,inject_false_prediction,0.19047619047619047,0.17,-0.020476190476190453
radeval_22_prediction2,inject_false_prediction,0.02857142857142857,0.0,-0.02857142857142857
radeval_27_prediction3,inject_false_prediction,0.04444444444444444,0.04,-0.004444444444444438
radeval_3_prediction3,inject_false_prediction,0.27222222222222225,0.2894660894660894,0.017243867243867173
radeval_15_prediction3,inject_false_negation,0.0,0.0,0.0
radeval_6_prediction2,inject_false_negation,0.4014285714285714,0.42738095238095236,0.02595238095238095
radeval_5_prediction1,inject_false_negation,0.0,0.0,0.0
radeval_2_prediction3,inject_false_negation,0.0,0.0,0.0
radeval_23_prediction3,inject_false_negation,0.0,0.0,0.0
radeval_11_prediction3,inject_false_negation,0.3547619047619047,0.2533333333333333,-0.10142857142857142
radeval_3_prediction1,inject_false_negation,0.6799999999999999,0.6633333333333333,-0.016666666666666607
radeval_7_prediction1,inject_false_negation,0.17357142857142857,0.15277777777777776,-0.02079365079365081
radeval_17_prediction2,inject_false_negation,0.4723809523809523,0.3821428571428572,-0.09023809523809512
radeval_12_prediction2,inject_false_negation,0.0611111111111111,0.07397047397047397,0.012859362859362872
radeval_32_prediction3,inject_false_negation,0.10609390609390609,0.08251748251748252,-0.023576423576423575
radeval_3_prediction2,inject_false_negation,0.730952380952381,0.7154761904761905,-0.015476190476190532
radeval_19_prediction2,inject_false_negation,0.1257936507936508,0.12222222222222223,-0.0035714285714285587
radeval_15_prediction1,inject_false_negation,0.06666666666666667,0.04444444444444444,-0.022222222222222227
radeval_29_prediction1,inject_false_negation,0.5499999999999999,0.4521428571428571,-0.09785714285714281
radeval_8_prediction1,inject_false_negation,0.7033333333333334,0.5123809523809524,-0.19095238095238098
radeval_21_prediction1,inject_false_negation,0.14761904761904762,0.16626984126984126,0.01865079365079364
radeval_2_prediction2,inject_false_negation,0.0,0.12857142857142856,0.12857142857142856
radeval_9_prediction2,inject_false_negation,0.0,0.02857142857142857,0.02857142857142857
radeval_24_prediction2,inject_false_negation,0.0,0.02857142857142857,0.02857142857142857
radeval_14_prediction1,inject_false_negation,0.0,0.0,0.0
radeval_14_prediction2,inject_false_negation,0.0,0.0,0.0
radeval_25_prediction1,inject_false_negation,0.23714285714285716,0.14436507936507936,-0.09277777777777779
radeval_31_prediction1,inject_false_negation,0.2977777777777778,0.3145454545454546,0.016767676767676765
radeval_17_prediction3,inject_false_negation,0.11444444444444443,0.10909090909090909,-0.005353535353535346
radeval_12_prediction1,inject_false_negation,0.1,0.10262626262626262,0.0026262626262626154
radeval_15_prediction2,inject_false_negation,0.045,0.0,-0.045
radeval_20_prediction2,inject_false_negation,0.4714285714285714,0.42857142857142855,-0.04285714285714287
radeval_6_prediction3,inject_false_negation,0.54,0.6009523809523809,0.06095238095238087
radeval_11_prediction2,inject_false_negation,0.22714285714285715,0.22000000000000003,-0.0071428571428571175
radeval_0_prediction3,inject_false_negation,0.1488095238095238,0.14047619047619048,-0.008333333333333331
radeval_33_prediction1,inject_false_negation,0.0,0.01818181818181818,0.01818181818181818
radeval_5_prediction3,inject_false_negation,0.05,0.03333333333333333,-0.01666666666666667
radeval_2_prediction1,inject_false_negation,0.0,0.0,0.0
radeval_0_prediction2,inject_false_negation,0.0,0.0,0.0
radeval_30_prediction2,inject_false_negation,0.2305094286518435,0.17537569413730406,-0.055133734514539456
radeval_10_prediction3,inject_false_negation,0.02,0.0,-0.02
radeval_29_prediction3,inject_false_negation,0.3895238095238095,0.41809523809523813,0.028571428571428636
radeval_8_prediction3,inject_false_negation,0.7373809523809525,0.7361904761904763,-0.0011904761904761862
radeval_24_prediction1,inject_false_negation,0.13175324675324676,0.08166666666666667,-0.050086580086580096
radeval_7_prediction2,inject_false_negation,0.1526984126984127,0.16428571428571428,0.01158730158730159
radeval_13_prediction2,inject_false_negation,0.3466666666666667,0.3371428571428571,-0.009523809523809601
radeval_32_prediction1,inject_false_negation,0.025,0.0,-0.025
radeval_9_prediction1,inject_false_negation,0.16857142857142854,0.14166666666666666,-0.026904761904761876
radeval_8_prediction2,inject_false_negation,0.7226190476190476,0.780952380952381,0.05833333333333335
radeval_14_prediction3,inject_false_negation,0.11779127305443096,0.13453673777203187,0.01674546471760091
radeval_18_prediction2,inject_false_negation,0.16969696969696968,0.18242424242424243,0.012727272727272754
radeval_27_prediction2,inject_false_negation,0.0,0.0,0.0
radeval_23_prediction2,inject_false_negation,0.17579365079365078,0.18214285714285713,0.006349206349206354
radeval_27_prediction1,inject_false_negation,0.01818181818181818,0.0,-0.01818181818181818
radeval_1_prediction3,inject_false_negation,0.08214285714285714,0.07222222222222222,-0.009920634920634927
radeval_5_prediction2,inject_false_negation,0.29666666666666663,0.26666666666666666,-0.02999999999999997
radeval_23_prediction1,inject_false_negation,0.09722222222222222,0.02222222222222222,-0.07500000000000001
radeval_28_prediction1,inject_false_negation,0.06666666666666667,0.10714285714285714,0.04047619047619047
radeval_24_prediction3,inject_false_negation,0.09222222222222223,0.042222222222222223,-0.05000000000000001
radeval_4_prediction2,inject_false_negation,0.0,0.0,0.0
radeval_7_prediction3,inject_false_negation,0.16499999999999998,0.17523809523809525,0.010238095238095268
radeval_26_prediction3,inject_false_negation,0.050233100233100236,0.05454545454545454,0.0043123543123543065
radeval_10_prediction2,inject_false_negation,0.10595959595959595,0.1242207792207792,0.018261183261183256
radeval_21_prediction3,inject_false_negation,0.19722222222222222,0.20238095238095238,0.005158730158730168
radeval_0_prediction1,inject_false_negation,0.29547619047619045,0.35,0.05452380952380953
radeval_20_prediction3,inject_false_negation,0.3109523809523809,0.2982539682539682,-0.012698412698412709
radeval_31_prediction2,inject_false_negation,0.40888888888888886,0.381010101010101,-0.027878787878787836
radeval_28_prediction3,inject_false_negation,0.14038461538461539,0.10207070707070706,-0.038313908313908324
radeval_6_prediction1,inject_false_negation,0.5285714285714286,0.5057142857142857,-0.02285714285714291
radeval_18_prediction3,inject_false_negation,0.1393939393939394,0.25804195804195806,0.11864801864801866
radeval_16_prediction1,inject_false_negation,0.0,0.0,0.0
radeval_4_prediction3,inject_false_negation,0.08,0.0,-0.08
radeval_21_prediction2,inject_false_negation,0.11873015873015873,0.11444444444444443,-0.0042857142857142955
radeval_13_prediction3,inject_false_negation,0.3333333333333333,0.3333333333333333,0.0
radeval_29_prediction2,inject_false_negation,0.06222222222222222,0.0,-0.06222222222222222
radeval_17_prediction1,inject_false_negation,0.2615873015873016,0.29325396825396827,0.031666666666666676
radeval_19_prediction1,inject_false_negation,0.18095238095238092,0.1622222222222222,-0.018730158730158708
radeval_30_prediction3,inject_false_negation,0.09705882352941177,0.15517399267399265,0.05811516914458088
radeval_10_prediction1,inject_false_negation,0.042222222222222223,0.05888888888888888,0.016666666666666656
radeval_26_prediction2,inject_false_negation,0.0,0.0,0.0
radeval_22_prediction3,inject_false_negation,0.1,0.09444444444444444,-0.005555555555555564
radeval_25_prediction3,inject_false_negation,0.22380952380952382,0.25857142857142856,0.034761904761904744
radeval_1_prediction1,inject_false_negation,0.22666666666666666,0.17523809523809525,-0.05142857142857141
radeval_9_prediction3,inject_false_negation,0.146031746031746,0.0869047619047619,-0.05912698412698411
radeval_13_prediction1,inject_false_negation,0.2341269841269841,0.2511904761904762,0.017063492063492086
radeval_18_prediction1,inject_false_negation,0.20525252525252524,0.18242424242424246,-0.02282828282828278
radeval_11_prediction1,inject_false_negation,0.14857142857142855,0.15714285714285714,0.008571428571428591
radeval_28_prediction2,inject_false_negation,0.2019047619047619,0.1769047619047619,-0.024999999999999994
radeval_16_prediction2,inject_false_negation,0.11333333333333333,0.03333333333333333,-0.07999999999999999
radeval_25_prediction2,inject_false_negation,0.28928571428571426,0.13293650793650796,-0.1563492063492063
radeval_31_prediction3,inject_false_negation,0.26524475524475527,0.2636363636363636,-0.0016083916083916572
radeval_19_prediction3,inject_false_negation,0.14754689754689757,0.12222222222222223,-0.025324675324675333
radeval_16_prediction3,inject_false_negation,0.16456876456876457,0.16867132867132867,0.004102564102564099
radeval_1_prediction2,inject_false_negation,0.03333333333333333,0.0,-0.03333333333333333
radeval_22_prediction1,inject_false_negation,0.1376984126984127,0.12857142857142856,-0.00912698412698415
radeval_26_prediction1,inject_false_negation,0.0,0.02,0.02
radeval_12_prediction3,inject_false_negation,0.09954545454545453,0.09747474747474746,-0.00207070707070707
radeval_30_prediction1,inject_false_negation,0.08395604395604395,0.06883699633699633,-0.015119047619047615
radeval_32_prediction2,inject_false_negation,0.08508158508158509,0.09454545454545456,0.00946386946386947
radeval_4_prediction1,inject_false_negation,0.0,0.03333333333333333,0.03333333333333333
radeval_20_prediction1,inject_false_negation,0.20714285714285713,0.23888888888888887,0.031746031746031744
radeval_22_prediction2,inject_false_negation,0.39333333333333337,0.3038095238095238,-0.08952380952380956
radeval_27_prediction3,inject_false_negation,0.042222222222222223,0.03484848484848485,-0.007373737373737373
radeval_3_prediction3,inject_false_negation,0.5457142857142857,0.5,-0.04571428571428571
radeval_15_prediction3,inject_contradiction,0.0,0.0,0.0
radeval_6_prediction2,inject_contradiction,0.15388888888888888,0.15333333333333332,-0.0005555555555555591
radeval_5_prediction1,inject_contradiction,0.03333333333333333,0.0,-0.03333333333333333
radeval_2_prediction3,inject_contradiction,0.0,0.0,0.0
radeval_23_prediction3,inject_contradiction,0.10046620046620047,0.08228438228438228,-0.018181818181818188
radeval_11_prediction3,inject_contradiction,0.1952380952380952,0.0869047619047619,-0.10833333333333331
radeval_3_prediction1,inject_contradiction,0.238989898989899,0.2144444444444445,-0.02454545454545451
radeval_7_prediction1,inject_contradiction,0.21214285714285713,0.19191919191919188,-0.020223665223665255
radeval_17_prediction2,inject_contradiction,0.28095238095238095,0.18404761904761904,-0.09690476190476191
radeval_12_prediction2,inject_contradiction,0.10373737373737375,0.1519047619047619,0.04816738816738815
radeval_32_prediction3,inject_contradiction,0.0,0.0,0.0
radeval_3_prediction2,inject_contradiction,0.20969696969696966,0.2344444444444444,0.02474747474747474
radeval_19_prediction2,inject_contradiction,0.15214285714285714,0.16023809523809524,0.0080952380952381
radeval_15_prediction1,inject_contradiction,0.07707070707070707,0.030952380952380953,-0.046118326118326114
radeval_29_prediction1,inject_contradiction,0.09222222222222223,0.12658730158730158,0.03436507936507935
radeval_8_prediction1,inject_contradiction,0.19,0.16857142857142854,-0.021428571428571463
radeval_21_prediction1,inject_contradiction,0.038181818181818185,0.045,0.0068181818181818135
radeval_2_prediction2,inject_contradiction,0.31785714285714284,0.2952380952380952,-0.02261904761904765
radeval_9_prediction2,inject_contradiction,0.0,0.0,0.0
radeval_24_prediction2,inject_contradiction,0.21222222222222223,0.19761904761904758,-0.014603174603174646
radeval_14_prediction1,inject_contradiction,0.08107142857142857,0.1437675070028011,0.06269607843137254
radeval_14_prediction2,inject_contradiction,0.05678571428571429,0.0557207498383969,-0.001064964447317386
radeval_25_prediction1,inject_contradiction,0.12793650793650793,0.17777777777777776,0.049841269841269825
radeval_31_prediction1,inject_contradiction,0.20222222222222222,0.2344444444444444,0.03222222222222218
radeval_17_prediction3,inject_contradiction,0.0,0.0,0.0
radeval_12_prediction1,inject_contradiction,0.12172161172161174,0.16576923076923078,0.044047619047619044
radeval_15_prediction2,inject_contradiction,0.02,0.01818181818181818,-0.0018181818181818195
radeval_20_prediction2,inject_contradiction,0.1821428571428571,0.22857142857142856,0.04642857142857146
radeval_6_prediction3,inject_contradiction,0.23535353535353534,0.19954545454545455,-0.03580808080808079
radeval_11_prediction2,inject_contradiction,0.12023809523809523,0.13571428571428573,0.015476190476190504
radeval_0_prediction3,inject_contradiction,0.2566666666666667,0.13994949494949496,-0.11671717171717175
radeval_33_prediction1,inject_contradiction,0.016666666666666666,0.02,0.003333333333333334
radeval_5_prediction3,inject_contradiction,0.06190476190476191,0.03333333333333333,-0.028571428571428574
radeval_2_prediction1,inject_contradiction,0.0,0.0,0.0
radeval_0_prediction2,inject_contradiction,0.23095238095238094,0.23333333333333334,0.0023809523809524002
radeval_30_prediction2,inject_contradiction,0.3147196422428621,0.3145798319327731,-0.0001398103100889725
radeval_10_prediction3,inject_contradiction,0.21868686868686868,0.18598290598290598,-0.0327039627039627
radeval_29_prediction3,inject_contradiction,0.2928571428571428,0.2642857142857143,-0.028571428571428525
radeval_8_prediction3,inject_contradiction,0.2698412698412699,0.23761904761904756,-0.03222222222222232
radeval_24_prediction1,inject_contradiction,0.19717171717171716,0.18242424242424243,-0.014747474747474731
radeval_7_prediction2,inject_contradiction,0.11494949494949495,0.10858585858585859,-0.006363636363636363
radeval_13_prediction2,inject_contradiction,0.27714285714285714,0.24666666666666667,-0.030476190476190462
radeval_32_prediction1,inject_contradiction,0.11499999999999999,0.10444444444444445,-0.01055555555555554
radeval_9_prediction1,inject_contradiction,0.07857142857142857,0.045,-0.03357142857142857
radeval_8_prediction2,inject_contradiction,0.4746031746031746,0.48888888888888893,0.014285714285714346
radeval_14_prediction3,inject_contradiction,0.23588087866725638,0.24023647920706742,0.004355600539811044
radeval_18_prediction2,inject_contradiction,0.1964035964035964,0.21636363636363637,0.019960039960039977
radeval_27_prediction2,inject_contradiction,0.015384615384615385,0.02967032967032967,0.014285714285714284
radeval_23_prediction2,inject_contradiction,0.04428571428571428,0.04176470588235294,-0.0025210084033613425
radeval_27_prediction1,inject_contradiction,0.058241758241758236,0.06323676323676324,0.004995004995004999
radeval_1_prediction3,inject_contradiction,0.3630952380952381,0.28174603174603174,-0.08134920634920634
radeval_5_prediction2,inject_contradiction,0.0,0.0,0.0
radeval_23_prediction1,inject_contradiction,0.028717948717948714,0.06213786213786214,0.033419913419913426
radeval_28_prediction1,inject_contradiction,0.1538888888888889,0.07579365079365079,-0.07809523809523812
radeval_24_prediction3,inject_contradiction,0.16746031746031748,0.14246031746031745,-0.025000000000000022
radeval_4_prediction2,inject_contradiction,0.0869047619047619,0.1352380952380952,0.04833333333333331
radeval_7_prediction3,inject_contradiction,0.19333333333333336,0.19761904761904758,0.004285714285714226
radeval_26_prediction3,inject_contradiction,0.0837995337995338,0.09063714063714065,0.006837606837606855
radeval_10_prediction2,inject_contradiction,0.2105982905982906,0.2512121212121212,0.040613830613830615
radeval_21_prediction3,inject_contradiction,0.17207070707070707,0.1357936507936508,-0.03627705627705627
radeval_0_prediction1,inject_contradiction,0.15936507936507932,0.20666666666666664,0.04730158730158732
radeval_20_prediction3,inject_contradiction,0.15833333333333333,0.23714285714285716,0.07880952380952383
radeval_31_prediction2,inject_contradiction,0.37272727272727274,0.3284848484848485,-0.04424242424242425
radeval_28_prediction3,inject_contradiction,0.2688888888888889,0.19580808080808082,-0.07308080808080808
radeval_6_prediction1,inject_contradiction,0.42698412698412697,0.5035714285714286,0.07658730158730159
radeval_18_prediction3,inject_contradiction,0.12056423968188675,0.11728438228438227,-0.003279857397504471
radeval_16_prediction1,inject_contradiction,0.11944444444444444,0.11746031746031745,-0.001984126984126991
radeval_4_prediction3,inject_contradiction,0.16,0.2033333333333333,0.04333333333333331
radeval_21_prediction2,inject_contradiction,0.06444444444444444,0.0,-0.06444444444444444
radeval_13_prediction3,inject_contradiction,0.19904761904761903,0.16499999999999998,-0.03404761904761905
radeval_29_prediction2,inject_contradiction,0.48571428571428577,0.43809523809523804,-0.04761904761904773
radeval_17_prediction1,inject_contradiction,0.10025252525252526,0.09801087801087802,-0.0022416472416472433
radeval_19_prediction1,inject_contradiction,0.12658730158730158,0.18285714285714286,0.056269841269841275
radeval_30_prediction3,inject_contradiction,0.31651583710407244,0.265,-0.051515837104072426
radeval_10_prediction1,inject_contradiction,0.22683982683982684,0.21301587301587296,-0.013823953823953877
radeval_26_prediction2,inject_contradiction,0.216961926961927,0.19409479409479413,-0.022867132867132878
radeval_22_prediction3,inject_contradiction,0.12055555555555555,0.08722222222222223,-0.033333333333333326
radeval_25_prediction3,inject_contradiction,0.29841269841269835,0.23047619047619045,-0.0679365079365079
radeval_1_prediction1,inject_contradiction,0.5031746031746032,0.48571428571428577,-0.0174603174603174
radeval_9_prediction3,inject_contradiction,0.10333333333333332,0.11166666666666666,0.008333333333333345
radeval_13_prediction1,inject_contradiction,0.23809523809523805,0.23636363636363633,-0.001731601731601723
radeval_18_prediction1,inject_contradiction,0.09484848484848485,0.1522222222222222,0.057373737373737355
radeval_11_prediction1,inject_contradiction,0.18555555555555556,0.25,0.06444444444444444
radeval_28_prediction2,inject_contradiction,0.23249639249639248,0.23353535353535354,0.0010389610389610615
radeval_16_prediction2,inject_contradiction,0.23888888888888887,0.22525252525252526,-0.013636363636363613
radeval_25_prediction2,inject_contradiction,0.24047619047619045,0.18880952380952382,-0.05166666666666664
radeval_31_prediction3,inject_contradiction,0.17553113553113553,0.21619047619047618,0.040659340659340654
radeval_19_prediction3,inject_contradiction,0.16672882672882672,0.17595959595959593,0.009230769230769209
radeval_16_prediction3,inject_contradiction,0.15724275724275727,0.16759906759906762,0.01035631035631035
radeval_1_prediction2,inject_contradiction,0.13214285714285715,0.1257936507936508,-0.006349206349206354
radeval_22_prediction1,inject_contradiction,0.2038095238095238,0.29047619047619044,0.08666666666666664
radeval_26_prediction1,inject_contradiction,0.09246753246753245,0.10490842490842492,0.01244089244089247
radeval_12_prediction3,inject_contradiction,0.02761904761904762,0.015384615384615385,-0.012234432234432234
radeval_30_prediction1,inject_contradiction,0.1791352438411262,0.1767436974789916,-0.0023915463621345945
radeval_32_prediction2,inject_contradiction,0.11454545454545455,0.1215151515151515,0.006969696969696959
radeval_4_prediction1,inject_contradiction,0.3071428571428571,0.2657142857142857,-0.041428571428571426
radeval_20_prediction1,inject_contradiction,0.3788095238095238,0.3738095238095238,-0.0050000000000000044
radeval_22_prediction2,inject_contradiction,0.02857142857142857,0.0,-0.02857142857142857
radeval_27_prediction3,inject_contradiction,0.19076923076923077,0.19414141414141411,0.0033721833721833405
radeval_3_prediction3,inject_contradiction,0.22888888888888886,0.23343434343434347,0.0045454545454546025
